Date,Close,High,Low,Open,Volume
2015-01-01,440.3434143066406,441.43035633988086,437.10576508688473,439.8577725696894,1772470
2015-01-02,446.4718017578125,448.32188694336656,439.5802513796596,439.5802513796596,2950192
2015-01-05,442.7022399902344,448.9000080018482,441.754048813145,448.6456269521652,2398000
2015-01-06,435.8107604980469,442.4248104371994,433.6369044149517,441.2453865907527,4109840
2015-01-07,437.0826416015625,440.0196406525752,433.0355801052517,434.6312842840949,2873056
2015-01-08,446.2636413574219,448.1599955249358,438.5626790586706,441.360927129329,4762912
2015-01-09,451.2589721679688,453.2709287740733,447.0731313130964,449.987038439266,4492592
2015-01-12,447.28125,450.68079873990695,446.10182624536367,448.3681920719683,2063206
2015-01-13,445.5698547363281,449.5475546014858,442.0315839543059,448.1599907896987,2914174
2015-01-14,445.82427978515625,450.7963836198914,443.8816847339456,444.0435558923552,1842616
2015-01-15,459.3530883789063,461.6888155419243,448.99259888444834,457.89613483966406,5699238
2015-01-16,463.1457214355469,469.41290802664525,461.8506673605453,463.5388815031773,3910654
2015-01-19,464.6257934570313,471.7717536061962,463.885770625752,468.6497346485081,2119746
2015-01-20,472.2111206054688,475.0093687872689,463.4463364409381,467.146506791764,4252902
2015-01-21,471.7486267089844,477.7613756482146,471.0085756578042,475.1944161943212,3370306
2015-01-22,472.3499145507813,477.5532795825524,471.10110129714377,474.0843695613716,3235340
2015-01-23,482.31732177734375,484.7224103898829,473.8069170204572,476.3970254786062,4993956
2015-01-27,496.7710876464844,498.48239408876486,481.4384933212486,482.4097768820058,4981200
2015-01-28,489.5094909667969,505.628349759072,487.960055636659,494.8978763329148,5682470
2015-01-29,506.4609680175781,509.0510767446363,490.7352393302744,497.2105393779876,10283808
2015-01-30,498.2974243164063,506.252826357395,492.2384052037634,506.252826357395,5285208
2015-02-02,500.2630615234375,505.5358160015719,486.734312559077,494.2040433647572,2855176
2015-02-03,492.16900634765625,500.54063232588487,488.0988519376442,498.8293257441947,5100344
2015-02-04,493.83392333984375,499.892996972488,489.0005987899524,491.6600960167599,3098756
2015-02-05,497.9042053222656,505.44332548806375,495.05968788743394,497.2104233362151,4029574
2015-02-06,487.2661743164063,499.0373184493525,485.6704984653404,498.13542452659664,3451560
2015-02-09,481.06842041015625,486.4568051560126,478.4783122737295,484.2598288550941,2615948
2015-02-10,487.7055969238281,491.3364345554263,476.3969729177428,476.3969729177428,4637876
2015-02-11,489.5325012207031,492.4926485062476,487.0348751841464,489.3474814290853,2080794
2015-02-12,497.67291259765625,500.4017995256709,486.896143857916,492.6314191984629,2762870
2015-02-13,492.9552612304688,500.4480842704312,491.9376804178002,500.0780446185292,3857250
2015-02-16,493.7646484375,501.83562273523023,491.4288932315042,497.58044925553287,3694358
2015-02-18,497.1179504394531,500.88745412883617,488.9081967927901,493.764670780957,2690846
2015-02-19,499.4304809570313,501.7893280996278,492.03014076998943,496.7478350551826,2253502
2015-02-20,496.3084411621094,504.1019127954309,494.20394692760055,500.9105049345732,3103012
2015-02-23,493.741455078125,500.2399014971575,491.1975880964578,498.1816479722845,2790782
2015-02-24,493.8108520507813,495.3602870347302,488.9312300006128,495.0365447252902,2923144
2015-02-25,486.780517578125,497.11791375826346,485.6473629818817,494.89778894344136,2324262
2015-02-26,480.1665344238281,488.4225289478248,478.7558217703744,487.335615104407,6213472
2015-02-27,487.4974060058594,489.60190031412407,483.54282666531446,483.54282666531446,5130892
2015-03-02,500.7024841308594,508.3109373608097,493.972776252361,499.6849033374119,7192616
2015-03-03,501.072509765625,505.0733308671753,498.1586590405448,502.5063147059147,3014674
2015-03-04,492.7239685058594,513.0749059136879,490.27258300677744,511.0860417193293,6138812
2015-03-05,501.88189697265625,504.1482628407544,491.4289259342215,492.5852292893609,4851226
2015-03-09,489.8100891113281,500.3555980331851,488.42252511951136,498.1586217128085,2877904
2015-03-10,486.8267822265625,491.3132159329846,483.3347240762239,491.1975856162199,2567418
2015-03-11,488.6305847167969,491.1513595742574,485.6473450384647,486.0636254833783,2732768
2015-03-12,487.7750244140625,492.0764957294494,486.1561996226996,490.3188919433471,3765418
2015-03-13,482.2479248046875,492.1227449071808,478.52460513745655,490.2726594000109,2713390
2015-03-16,486.3642883300781,489.30128724915926,482.17844804358987,483.33475127630834,2674386
2015-03-17,489.3707885742188,493.0015702626969,482.34042943652594,490.27268271780736,2684652
2015-03-18,491.9146423339844,495.7766846124646,487.12750082399526,490.34205833061446,2574166
2015-03-19,486.6649169921875,496.65542280925627,485.0460923499932,495.3603405114517,2686786
2015-03-20,488.3762817382813,490.0413472277762,483.77416064661855,486.1099159380772,3241618
2015-03-23,484.6068115234375,489.9951972886191,483.79739904892926,488.3994645342227,2723370
2015-03-24,480.0740051269531,488.88505929045743,478.91770177006936,482.5485394787843,4486782
2015-03-25,478.3627014160156,484.1210695814259,476.9057478861753,481.0453478030272,5304450
2015-03-26,465.7358703613281,477.41450600142986,463.4926249175364,474.9631767681237,17900310
2015-03-27,469.2972412109375,473.4136637803954,466.2677041578919,469.43599195281865,5420448
2015-03-30,479.5884094238281,480.559692987697,468.4416277110032,471.7717871486535,3477572
2015-03-31,473.0205993652344,480.97597238385936,469.3897897600448,480.97597238385936,2981128
2015-04-01,477.9002075195313,479.565273166359,468.5341497384807,474.5931684183939,1922098
2015-04-06,477.2988586425781,479.565224426594,471.6792414831262,478.7095712675606,3575586
2015-04-07,477.6689147949219,480.1896335186739,473.4599818849291,477.9001754653624,3098536
2015-04-08,478.9639587402344,482.1553105683989,476.420091569302,481.0453046073609,2053072
2015-04-09,488.46881103515625,489.8101343097109,476.3970144844214,480.2128158140296,3501392
2015-04-10,482.2479248046875,487.0350097624637,478.64023548165466,487.0350097624637,3059662
2015-04-13,480.4671630859375,483.9360729374625,478.6170778317908,481.02216607813295,2281618
2015-04-15,477.16015625,485.04611129607247,474.1768597024967,481.0221981837774,2446998
2015-04-16,476.2350769042969,478.0389213006651,470.8466923646809,475.4719054527426,2805060
2015-04-17,470.9623107910156,475.4025039513303,469.94475829134274,474.13057038425416,2024506
2015-04-20,464.8801879882813,474.08437395514255,463.7238846371711,471.7717672529224,2594440
2015-04-21,463.9088439941406,469.181597879916,460.48617522898,464.833886554448,3255372
2015-04-22,468.580322265625,472.234251862955,459.5149159900546,465.52769294815295,3382968
2015-04-23,468.765380859375,473.7143366425626,465.3427116311296,471.79489000826027,4813914
2015-04-24,465.5045776367188,471.3092144254857,462.68318071046326,471.26297358655546,3602622
2015-04-27,465.04205322265625,468.3028227871622,460.6712212306307,465.7358351823409,3685352
2015-04-28,464.6257934570313,467.8172019058036,457.9423546349312,462.3131868217067,3971054
2015-04-29,459.3530883789063,466.91530113196046,456.9710921430183,464.3714337161846,3931782
2015-04-30,457.3411254882813,460.2087636312931,452.8315421260651,458.35867814935824,7571842
2015-05-04,462.9607238769531,466.9152755423696,458.82115239032254,459.7693154564072,1570724
2015-05-05,456.8091735839844,464.32514471469295,455.9766126593041,462.08189946995327,2569002
2015-05-06,448.9231567382813,456.7397779001919,446.5643094305168,456.7397779001919,5503848
2015-05-07,439.99652099609375,448.64567522636673,436.7126309539869,447.72063259703407,5868332
2015-05-08,454.1959533691406,456.8785714802983,441.89289708517856,444.7142659515568,5785966
2015-05-11,458.0348815917969,459.1680645312888,450.5189097472908,456.0691658786184,3365672
2015-05-12,449.5476379394531,457.8961427753548,447.2581515795637,457.8961427753548,5553784
2015-05-13,458.01171875,459.4686721415569,449.3856851861381,451.351400717254,3895924
2015-05-14,458.3817138671875,460.1392891042292,450.4957316037093,457.4335508789204,2227594
2015-05-15,457.9424133300781,461.3882033043759,455.2135540886702,460.1625385685955,4076812
2015-05-18,467.0771179199219,468.07154999503786,458.8211241058079,460.67120928365387,2856652
2015-05-19,466.0133666992188,470.8467203091115,461.6425344255825,465.45833544969855,2393174
2015-05-20,473.6449890136719,474.916922666991,466.9384015206549,466.9846705915398,2004420
2015-05-21,473.9455871582031,476.39697280620686,469.5053936551409,473.6218448092775,1967190
2015-05-22,473.7606506347656,475.9344784381388,471.00861467248257,473.9456140102747,2344768
2015-05-25,473.4136657714844,476.8594550646658,470.6616584206861,475.6569109898922,2184530
2015-05-26,475.1944274902344,476.48945334294655,470.8698361007147,473.8299556856176,2453172
2015-05-27,480.1665344238281,481.02218760013056,472.4193020754607,473.5293363395777,1609296
2015-05-28,476.1194763183594,482.73349757136646,472.7893170409213,480.5828185191701,4780580
2015-05-29,485.9018249511719,487.4975010184629,475.07881411091904,476.3738400098453,2529340
2015-06-01,479.2645568847656,488.42250136949184,476.8594686666156,485.1617035632325,1920660
2015-06-02,466.5914916992188,481.16094118857217,464.7876755289616,480.2821394078922,2363004
2015-06-03,465.0883483886719,470.3842236122264,461.5963177630304,466.6840527283544,2912416
2015-06-04,469.4360046386719,470.7772994865156,460.2086989484177,466.6146077372334,2778794
2015-06-05,467.9559326171875,471.0779514411717,463.67761052506097,467.2621506563021,3376930
2015-06-08,464.1170959472656,468.18727854645766,460.46316566238494,464.487107414453,1905998
2015-06-09,463.3769836425781,465.29645845606666,461.1800073228303,464.8339371255934,3020130
2015-06-10,469.7366638183594,471.3092476737708,461.133778145976,461.5962994881484,3993124
2015-06-11,462.6138305664063,471.10108550842426,460.0699633027968,470.6616846077886,4547088
2015-06-12,466.75341796875,467.5396816566624,457.9655125762338,462.9838577846722,3264172
2015-06-15,464.9264526367188,468.8810044138764,462.5213360432813,463.4463787153678,2999914
2015-06-16,466.4065246582031,467.3546877472172,461.1568905774586,462.5213341592407,3005262
2015-06-17,464.6951904296875,468.7653725273761,462.2900738442154,466.6840265220744,4843134
2015-06-18,471.5867614746094,473.5293568083621,463.5620272708509,465.2502415057932,4215858
2015-06-19,476.6282043457031,478.6864015669325,468.603471003668,473.9918554937779,1871162
2015-06-22,484.3292236328125,488.8388066155014,475.7031895072342,477.3682550088177,2724826
2015-06-23,486.6186828613281,490.82761569704365,482.17848935925326,486.572442020081,2827590
