Date,Close,High,Low,Open,Volume
2015-01-01,183.87918090820312,184.72827169471518,182.99902683616043,183.54783919587618,2963643
2015-01-02,183.39251708984375,185.5670162952622,183.1336563655902,183.9206067916587,7331366
2015-01-05,181.38368225097656,184.50046179216517,181.02126345328742,183.27859783756668,10103941
2015-01-06,173.1516876220703,180.79347699842057,172.30259684151207,180.1721974678268,18627980
2015-01-07,176.92083740234375,177.85276375385888,173.33810784106373,173.35881670112676,20720312
2015-01-08,174.38394165039062,178.70186360868772,173.99045946516094,178.121987849223,19872227
2015-01-09,178.1633758544922,178.51544025880003,174.9948376887343,175.69895267301243,13392787
2015-01-12,176.09243774414062,178.3083546710182,174.29072562578696,178.20481038105612,10100113
2015-01-13,174.61170959472656,177.05542391291775,174.06291104405562,176.6515873654292,9948711
2015-01-14,172.91357421875,175.40906114882043,172.13696426456048,174.5806790409303,11380041
2015-01-15,178.98141479492188,180.40001310711122,173.95937825227173,173.95937825227173,16927085
2015-01-16,180.11007690429688,181.20767400396525,176.4548529492132,178.10124859871578,19136963
2015-01-19,182.17066955566406,183.48570970327611,177.84239376217127,180.2136271535963,13339962
2015-01-20,187.01669311523438,187.53442843041105,182.00499701619688,182.5538094451627,13361320
2015-01-21,187.78292846679688,188.74591805623183,184.73864325643433,187.4205234353288,17084297
2015-01-22,183.01976013183594,187.87612562814618,182.1396060087483,187.45158021026845,23721627
2015-01-23,183.67208862304688,185.9294092899661,181.62185652214342,184.3140770020326,18080494
2015-01-27,184.11737060546875,185.70163984720335,182.34670780189902,184.91467552909702,17939876
2015-01-28,187.80360412597656,188.41454300541267,183.50639223632365,183.50639223632365,19298126
2015-01-29,192.47361755371094,193.52979697706607,187.81398618674658,187.85540390340066,36117653
2015-01-30,189.54322814941406,192.8567421995747,188.24888305148033,192.59786765025285,21746801
2015-02-02,188.05215454101562,190.50622340916206,187.56548253911032,189.7089047036204,19302710
2015-02-03,194.1717987060547,194.84485042419195,189.11868522027464,189.11868522027464,17092333
2015-02-04,192.34938049316406,195.45579244808982,191.74880972710602,194.4824483766257,14072894
2015-02-05,191.29318237304688,194.64810032232774,190.029900559302,193.8404410342436,12365643
2015-02-06,188.43527221679688,192.59786317246528,187.00631957509373,191.37601293027217,9045844
2015-02-09,185.70162963867188,190.11274093597495,184.72828563657674,186.63355592360023,8839692
2015-02-10,182.65736389160156,187.3169819870756,178.3705052902409,185.97087838743133,13651008
2015-02-11,186.530029296875,187.3687657976146,182.86445038574604,183.48573002642672,9781008
2015-02-12,188.27993774414062,189.27399053137992,183.7445736304035,188.0417858880261,8709626
2015-02-13,190.0092010498047,190.6926072232441,188.25924716157112,189.28436333389948,7393680
2015-02-16,186.96490478515625,191.39672478222303,186.38502911692586,190.25769612794122,12266698
2015-02-18,186.72674560546875,188.04179959724772,185.2253118866208,186.38503561483745,9835036
2015-02-19,186.80958557128906,187.95896872244364,183.80671806075054,187.82434731417894,9550637
2015-02-20,180.814208984375,185.55667605881038,180.44143568860017,185.4013457880399,18717199
2015-02-23,176.3306121826172,181.57010558232975,175.42974916658238,180.16186169597333,14104463
2015-02-24,174.2596435546875,177.4385499364101,173.3380855759165,176.91046024829615,19946218
