Date,Close,High,Low,Open,Volume
,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS
2015-01-01,527.482666015625,531.508017268929,526.4147310321403,530.6865211062259,378210
2015-01-02,529.2736206054688,532.7649796190767,528.2220813529212,529.0435775914173,430070
2015-01-05,517.2796630859375,529.2735363425876,516.0638648913728,529.2735363425876,1468825
2015-01-06,503.66741943359375,514.2565153047318,501.9340748421584,514.2565153047318,1956675
2015-01-07,499.3381652832031,505.7211552943046,494.5406064414459,505.2365007186284,1597185
2015-01-08,503.7906188964844,508.34991143237994,499.63385135732443,502.7555259676589,1394180
2015-01-09,519.809814453125,520.8284614657466,507.8816765463214,508.5060215257053,2968190
2015-01-12,526.9486694335938,528.0576690832,513.7061566631108,518.0354069002916,1671110
2015-01-13,529.593994140625,532.0009722303525,524.1146279782771,527.4006131066675,2453370
2015-01-14,527.1129760742188,529.5692413136902,524.278804590159,526.5789835699245,1656545
2015-01-15,532.4198608398438,534.6214645178326,526.4065029700478,530.1279046184644,2218360
2015-01-16,539.8543090820312,541.3658838390851,530.8918094552486,532.6580459760294,2110020
2015-01-19,546.1141967773438,547.1163979435456,537.2091570674709,538.9014370134623,1243345
2015-01-20,543.2059936523438,549.0879329460989,540.9304337434887,549.0879329460989,1488550
2015-01-21,548.0775146484375,550.2216574806887,534.3010597587783,538.4906696265901,2155780
2015-01-22,552.2507934570312,552.8669155769163,547.1328884260323,547.1328884260323,1228990
2015-01-23,550.336669921875,556.933307871709,547.9379152765464,556.933307871709,2207395
2015-01-27,527.7947998046875,546.2702391245259,524.9935201572748,546.2702391245259,2061520
2015-01-28,532.1734008789062,533.1509832698605,521.1735557697964,529.0435026591528,1248555
2015-01-29,552.5875244140625,555.3313433496712,527.4579877098988,531.3436480763613,7008190
2015-01-30,531.2205200195312,554.1566791171958,525.9218596787138,553.6884202820388,3163790
2015-02-02,515.751708984375,523.1287282245604,515.0945221050515,522.4304765665563,1931265
2015-02-03,507.21636962890625,512.4492961731636,505.2036940026196,509.6562393045679,2612865
2015-02-04,508.8182067871094,513.6403843934748,506.86304225633586,510.14902632282747,1074225
2015-02-05,504.73541259765625,508.50610187679064,502.95278004388757,507.355987244598,2110710
2015-02-06,500.176025390625,512.120608911098,497.8265589447492,505.2200226914534,1222480
2015-02-09,509.1796875,511.4552476023266,494.0477443050095,498.3194836509864,1760745
2015-02-10,514.338623046875,516.8031110349101,505.22003754719964,511.1430417288932,1694925
2015-02-11,517.9368286132812,522.6193662624098,513.2625139473141,515.9488221537379,1164455
2015-02-12,547.3135986328125,549.2769865068447,524.5006340156554,524.9360510517168,2286200
2015-02-13,549.4083251953125,553.5240284279822,545.6376864045224,552.0453455661009,1055275
2015-02-16,550.6077880859375,559.0774112875916,548.4554722093682,550.7310325630518,749685
2015-02-18,551.1007080078125,554.6742465767761,544.1755010298052,544.9806014044576,1048480
2015-02-19,555.807861328125,558.0833714951317,544.274023663429,549.9176980211829,858420
2015-02-20,559.2581176757812,562.7165840350641,553.8526595048928,558.2887081914624,757390
2015-02-23,556.9415283203125,562.5605337102456,552.4725874158513,558.9788226558269,2079990
2015-02-24,552.0043334960938,560.2603595583306,548.8251474904567,554.509886659638,1082050
2015-02-25,538.794677734375,556.1611184384809,536.4369877870129,554.509903148903,2027820
2015-02-26,534.333984375,539.3943788489037,530.1936616236243,534.465401703869,2485045
2015-02-27,538.5810546875,542.0231254070692,525.9218216460185,533.8081642758915,2169240
2015-03-02,556.4238891601562,561.8868073724061,547.4613398917592,552.5381790586013,1361095
2015-03-03,559.915283203125,572.2212777983742,552.5628836404619,560.095988264084,1999645
2015-03-04,557.04833984375,569.7897028622195,553.7869740938479,559.9153533510049,1453640
2015-03-05,565.4357299804688,566.815837349115,556.6621580468415,556.6621580468415,1404490
2015-03-09,569.7156982421875,577.840305705264,567.1444117543175,567.1444117543175,1170590
2015-03-10,564.7456665039062,571.7612243964826,560.3835246854524,571.7612243964826,1110320
2015-03-11,569.7896728515625,580.2966400224079,553.3679738941363,568.2863710948802,1548505
2015-03-12,564.0062866210938,575.8686907587336,561.1146046825686,570.1182188110715,1841340
2015-03-13,554.7645263671875,569.1489310249447,551.7989374954216,568.3109889625067,970535
2015-03-16,544.3232421875,558.3872500229683,542.2120415417813,556.9743009374138,1089025
2015-03-17,564.7703857421875,567.2841619805121,550.5667352182753,552.045418274911,1772035
2015-03-18,563.0615844726562,567.4812372242632,558.61731291247,565.9943313822635,852305
2015-03-19,562.6754760742188,571.7612198904354,560.4328080238027,570.118227879256,1389765
2015-03-20,562.9876708984375,569.2967544547996,553.9347685129121,564.8935477238186,1539650
2015-03-23,568.2535400390625,570.0936834711484,563.2999441160943,563.5463829435794,948465
2015-03-24,576.9284057617188,579.1546779643429,568.9681075440927,574.8828887513304,2612275
2015-03-25,576.7888793945312,587.3697539382246,575.7044984473662,579.154792344683,1969915
2015-03-26,566.1257934570312,573.7410276581567,550.6487859903481,570.1182521807443,2686595
2015-03-27,561.1475219726562,564.3513264042087,552.0781737156301,564.3513264042087,1219560
2015-03-30,562.7741088867188,568.1138334667556,554.1812417428542,568.1138334667556,1409625
2015-03-31,573.1988525390625,577.5117066785538,567.4894451263749,567.4894451263749,1400455
2015-04-01,580.5758056640625,586.022327720255,575.3264847498342,581.7834307604795,1413925
2015-04-06,604.2678833007812,607.0034793123086,579.811928722902,579.9762379684853,2183820
2015-04-07,605.41796875,608.7203991823047,598.9035105646911,602.649530849337,1164730
2015-04-08,617.0173950195312,620.2787097673803,601.688253014106,603.7995035535512,2219855
2015-04-09,614.5201416015625,618.4222480386196,604.4568144744153,616.9517880843694,1549295
2015-04-10,623.9098510742188,625.6185770263568,608.9504389649347,615.4648971160406,1077135
2015-04-13,623.572998046875,625.6020691754591,613.0824776898805,621.0509992157827,1317300
2015-04-15,616.7135009765625,624.3370085162388,613.1071713628243,621.0510242608902,1468240
2015-04-16,604.6705322265625,614.6845735934844,601.8610290700956,612.8362070173597,1167935
2015-04-17,599.223876953125,607.9070964969319,594.7631592753767,602.2223576878489,1292220
2015-04-20,586.0553588867188,610.5277105359659,581.652101525748,599.6921745814163,1514980
2015-04-21,568.8038940429688,593.7773442725791,567.1609019170678,587.5175482841076,1936100
2015-04-22,586.5975341796875,589.0127348470091,573.0756896082006,573.4125311054928,1698220
2015-04-23,579.779052734375,590.6556522725772,576.5259103682095,588.0597468499806,858435
2015-04-24,572.443115234375,586.6960518617791,570.175778079598,576.7723653881766,931160
2015-04-27,556.2515258789062,577.487183468846,551.240418908251,575.8688599553594,2723495
2015-04-28,560.6300659179688,563.6777845900182,548.8990766545545,556.4815203269136,1383945
2015-04-29,555.7338256835938,568.0234239972281,550.4023246212516,560.7531542521039,1168845
2015-04-30,543.8715209960938,555.3314024202208,538.3264219334658,555.3314024202208,4007680
2015-05-04,557.8040771484375,559.4388463716527,544.8162257603049,547.1164048216164,1264110
2015-05-05,559.052734375,561.9033016185755,550.5748890706046,556.974325288588,1574005
2015-05-06,550.9609985351562,560.063189365766,539.4025423870601,556.9743560061996,2039700
2015-05-07,539.3779296875,549.7452065795768,533.9806942305398,544.0275756062341,2099680
2015-05-08,550.4762573242188,556.9332036232935,542.680218440934,550.2379914029185,1342365
2015-05-11,551.9961547851562,560.219339712249,548.554083725548,555.3314273282972,1216890
2015-05-12,569.9374389648438,574.5049540782541,552.5134931995916,557.1385190417475,6354760
2015-05-13,574.086181640625,579.976295131258,567.6538526001406,574.5462174895142,1952595
2015-05-14,578.2347412109375,581.6028555279515,570.1183548568074,574.307965362376,1084320
2015-05-15,574.4639282226562,577.8403149387253,570.1182323693108,577.8403149387253,977035
2015-05-18,595.1656494140625,597.0633032334902,574.2257236788676,575.0472197070204,1734110
2015-05-19,597.3919677734375,606.6995325294753,588.1912015205072,593.9416741610709,1934910
2015-05-20,592.914794921875,604.9497325333253,590.8199899487938,597.3919585797255,1224490
2015-05-21,594.6317749023438,599.6182122386529,589.8342154890701,595.2560698372295,1149350
2015-05-22,598.4844970703125,601.3350640855292,590.6556162260867,594.7795421366534,1027005
2015-05-25,589.0865478515625,601.9593752396604,587.5914192184255,596.4060546423325,1001045
2015-05-26,582.8103637695312,592.2986328108029,581.2905660423138,589.3412671829207,1452145
2015-05-27,589.2838134765625,591.2307552290392,574.2257758725948,574.2750636331584,1199620
2015-05-28,579.6394653320312,591.4772022770518,575.0883447692631,589.3084405017348,1456865
2015-05-29,580.8388061523438,587.0493146485748,573.4042764923271,585.7267179642253,3791700
2015-06-01,581.3645629882812,586.8768197367409,578.5961252092856,579.6476141190425,792215
2015-06-02,570.7344360351562,580.1569725743254,569.2968178083675,579.1547713634907,861195
2015-06-03,563.225830078125,570.9396891347432,558.452940581755,569.6253156618534,741335
2015-06-04,562.2318725585938,570.068926210182,558.4529609410353,564.055569579224,827575
2015-06-05,561.180419921875,570.4140281967466,559.4388521759455,563.5463327352402,762220
2015-06-08,559.7756958007812,566.5037515908832,557.6069839694344,562.72488917946,927440
2015-06-09,545.7854614257812,558.6172236399472,544.3231746260487,558.6172236399472,1080750
2015-06-10,553.1298217773438,555.2739148039097,546.2785214773329,546.2785214773329,886690
2015-06-11,544.2822265625,555.0027405515365,541.5302347061303,555.0027405515365,947190
2015-06-12,545.0709838867188,548.751271035299,542.8200921881619,544.8491638547662,778335
2015-06-15,545.5720825195312,552.9983905279786,544.323392181593,547.0672117030753,1237170
2015-06-16,539.98583984375,547.9872040927842,536.6916323543306,545.802046458136,1597855
2015-06-17,549.9423217773438,552.6532487343281,542.1873970024903,542.1873970024903,1806375
2015-06-18,554.912353515625,560.8681998214931,551.4949520417813,554.4769866861374,2159880
2015-06-19,556.11181640625,563.004180985144,554.4113133967405,557.1469095546596,1766225
